"Title","Country","City","Organizer","Venue","Address","Summary","Name","Start_Date","End_Date","Text","Website","Facebook","Twitter"
"FedCon / FedCon","Germany / Germany / ドイツ","Bonn","Fedcon GmbH","Hotel Maritim Bonn",,"FedCon is a 4 day SciFi convention in a nice hotel. We have 4 days of program, exhibtions, party and fun. We have up to 25 actors from various Science Fiction Series and movies who are signing autographs and doing photo ops with the fans. We have workshops, lectures, nice decoration, movies, a big cosplay contest, artroom, dealers rooms and off course every evening a nice party, where you often see the stars celebrate with us.FedConは、ホテルで4日間にわたり開催されるＳＦ系のコンベンションです。FedConは4日間にわたり、様々なプログラムや展示、パーティーなどの楽しい企画を用意しています。私たちは、様々なSFシリーズや映画に出演している25名の役者をゲストとして招き、ファンにサインをしたり写真撮影を行う企画を用意しています。その他にも、ワークショップや講座、デコレーション、映画、大きなコスプレイベント、アートルーム、ディーラールーム、そしてもちろん毎晩すてきなパーティーを用意しており、そこではスターたちがイベントを一緒に祝う様子を目の当たりにすることができます。","FedCon 28 / FedCon 28","2019-06-07","2019-06-10","Start Time: 12:00 / End Time:  17:00FedCon is a 4 day SciFi convention in a nice hotel. We have 4 days of program, exhibtions, party and fun. We have up to 25 actors from various Science Fiction Series and movies who are signing autographs and doing photo ops with the fans. We have workshops, lectures, nice decoration, movies, a big cosplay contest, artroom, dealers rooms and off course every evening a nice party, where you often see the stars celebrate with us.FedConは、ホテルで4日間にわたり開催されるＳＦ系のコンベンションです。FedConは4日間にわたり、様々なプログラムや展示、パーティーなどの楽しい企画を用意しています。私たちは、様々なSFシリーズや映画に出演している25名の役者をゲストとして招き、ファンにサインをしたり写真撮影を行う企画を用意しています。その他にも、ワークショップや講座、デコレーション、映画、大きなコスプレイベント、アートルーム、ディーラールーム、そしてもちろん毎晩すてきなパーティーを用意しており、そこではスターたちがイベントを一緒に祝う様子を目の当たりにすることができます。","http://www.fedcon.de/en","https://www.facebook.com/fedcon","https://twitter.com/fedcon"
"Fenix / Fenix","Russia / Russia / ロシア","Kazan","Anilab","Palace of Culture",,"Fenix continues annually for two days. First day consists of cosplay contest, flea market and recreational activities. The main focus of second day is workshops, seminars and play-scenes.Fenixは毎年2日間開催されているイベントです。1日目はコスプレコンテストやフリーマーケット、レクリエーションイベントが中心で、2日目はワークショップやセミナーが中心です。","Fenix 2019 / Fenix 2019","2019-04-06","2019-04-07","Fenix continues annually for two days. First day consists of cosplay contest, flea market and recreational activities. The main focus of second day is workshops, seminars and play-scenes.Fenixは毎年2日間開催されているイベントです。1日目はコスプレコンテストやフリーマーケット、レクリエーションイベントが中心で、2日目はワークショップやセミナーが中心です。","http://fenix.anilab.ru/","http://twitter.com/FenixChirp",
"HIGAN / HIGAN","Belarus / Belarus / ベラルーシ","Minsk","Higan Organizer committee","Concert Hall Minsk",,"Festival ""Higan"" became the first Belarusian festival, which united all fans of Japanese culture in 2006. From then and now Higan is organized by fans for fans. ""Higan"" is Japanese for ""Equinox"", the astronomical event when day and night are equal, and allegorically — change of traditional and modern cultures.The concept of the Festival is to give young people the opportunity to realize themselves and develop their creative potential. Nowadays the festival activity aimed to a deeper familiarity with modern spectator (popular) culture in Japan and East Asia.Higan is annually held, usually 2-day event. Main part is focused on scene programm (13-15 hours with breaks) which consist of different kind of cosplay and theatrical performances, dance and karaoke covers, AMV)The other activity is held in the hall - exhibitions (fanart, photocosplay, craft, ball-jointed dolls); playground area (console games, card games, VR games); market with fan and cosplay stuff and accessories. Higanはベラルーシ初のアニメイベントで、日本アニメのファンの集う場として2006年に初めて開催されました。以来、Higanはファンによりファンのために開かれています。「Higan（彼岸）」は日本では昼と夜の時間が等しくなる日であり、伝統と現代文化が等しく結びつくとの意味を込めてイベントをそう名づけました。イベントは若者たちに自己実現と創造性を育む機会を提供することを目的としています。近年は日本にとどまらず東アジアのポップカルチャーに焦点を当てたイベントとなっています。Higanは毎年二日間に渡って開催されます。休憩時間を含めて13から15時間にわたり、コスプレや演劇のパフォーマンス、ダンスやカラオケのステージ、AMVの上映などが行われます。会場では同人誌やコスプレ写真の販売、ドール展示が行われ、ゲームコーナーも設けられています。","XIII.BY 2018 / XIII.BY 2018","2018-09-23","2018-09-23","Festival ""Higan"" became the first Belarusian festival, which united all fans of Japanese culture in 2006. From then and now Higan is organized by fans for fans. ""Higan"" is Japanese for ""Equinox"", the astronomical event when day and night are equal, and allegorically — change of traditional and modern cultures.The concept of the Festival is to give young people the opportunity to realize themselves and develop their creative potential. Nowadays the festival activity aimed to a deeper familiarity with modern spectator (popular) culture in Japan and East Asia.Higan is annually held, usually 2-day event. Main part is focused on scene programm (13-15 hours with breaks) which consist of different kind of cosplay and theatrical performances, dance and karaoke covers, AMV)The other activity is held in the hall - exhibitions (fanart, photocosplay, craft, ball-jointed dolls); playground area (console games, card games, VR games); market with fan and cosplay stuff and accessories. Higanはベラルーシ初のアニメイベントで、日本アニメのファンの集う場として2006年に初めて開催されました。以来、Higanはファンによりファンのために開かれています。「Higan（彼岸）」は日本では昼と夜の時間が等しくなる日であり、伝統と現代文化が等しく結びつくとの意味を込めてイベントをそう名づけました。イベントは若者たちに自己実現と創造性を育む機会を提供することを目的としています。近年は日本にとどまらず東アジアのポップカルチャーに焦点を当てたイベントとなっています。Higanは毎年二日間に渡って開催されます。休憩時間を含めて13から15時間にわたり、コスプレや演劇のパフォーマンス、ダンスやカラオケのステージ、AMVの上映などが行われます。会場では同人誌やコスプレ写真の販売、ドール展示が行われ、ゲームコーナーも設けられています。","http://www.higan.org/","https://www.facebook.com/HIGAN-128578270514532/","http://twitter.com/higan_by"
"Hinode Power Japan / Hinode Power Japan","Russia / Russia / ロシア","Moscow","Saison Group, LLC","Exhibition of Achievements of National Economy (VNDKh)",,"Hinode Power Japan is the main festival of Japanese culture in Russia, which is annually held in April in Moscow. Hinode Power Japan begun as a cosplay-focused festival in 2012. Now it is one of the few festivals representing both popular modern and traditional Japanese cultures. The program of the festival includes stage performances and autograph sessions of Japanese artists, workshops (manga drawning, sumi-e ink painting, making of onigiri, etc) and master classes ( Japanese folk dances, sumo, etc.), exhibitions (manga, ikebana, etc.), market, Japanese table top games, food court. The diversity and originality of thematic content and its focus on the widest audience allows the festival to remain a truly unique event, interesting for visitors of all ages. Traditionally, within the framework of the festival there are several competitive nominations in various cosplay genres, the main one of which is the Russian qualifying round of the World Cosplay Summit. Hinode Power Japan Organizing Committee sends winners of Russian finals to Japan to represent Russia in this prestigious competition. HINODE POWER JAPANでは、ステージパフォーマンスや日本からのゲストのサイン会、漫画や水墨画の描き方、おにぎりの作り方などの多様なワークショップ、そしてより本格的な日本舞踊や相撲のレッスン、漫画や生け花の展示、物販、日本の卓上ゲームコーナー、フードコートなどの企画があります。取り扱うコンテンツの多様性と独自性、そして老若男女様々な参加者が訪れる点で、Hinode Power Japanは実に特別なイベントとなっています。世界コスプレサミットのロシア予選を含め、様々なジャンルのコスプレのコンテストがこのイベント内で行われています。チャンピオンとなったコスプレイヤーは、ロシア代表として日本で開かれる世界コスプレサミット本戦へ派遣されます。","Hinode Power Japan 2019 / Hinode Power Japan 2019","2019-03-30","2019-03-31","Start Time: 10:00 / End Time: 19:00 Hinode Power Japan is the main festival of Japanese culture in Russia, which is annually held in April in Moscow. Hinode Power Japan begun as a cosplay-focused festival in 2012. Now it is one of the few festivals representing both popular modern and traditional Japanese cultures. The program of the festival includes stage performances and autograph sessions of Japanese artists, workshops (manga drawning, sumi-e ink painting, making of onigiri, etc) and master classes ( Japanese folk dances, sumo, etc.), exhibitions (manga, ikebana, etc.), market, Japanese table top games, food court. The diversity and originality of thematic content and its focus on the widest audience allows the festival to remain a truly unique event, interesting for visitors of all ages. Traditionally, within the framework of the festival there are several competitive nominations in various cosplay genres, the main one of which is the Russian qualifying round of the World Cosplay Summit. Hinode Power Japan Organizing Committee sends winners of Russian finals to Japan to represent Russia in this prestigious competition. HINODE POWER JAPANでは、ステージパフォーマンスや日本からのゲストのサイン会、漫画や水墨画の描き方、おにぎりの作り方などの多様なワークショップ、そしてより本格的な日本舞踊や相撲のレッスン、漫画や生け花の展示、物販、日本の卓上ゲームコーナー、フードコートなどの企画があります。取り扱うコンテンツの多様性と独自性、そして老若男女様々な参加者が訪れる点で、Hinode Power Japanは実に特別なイベントとなっています。世界コスプレサミットのロシア予選を含め、様々なジャンルのコスプレのコンテストがこのイベント内で行われています。チャンピオンとなったコスプレイヤーは、ロシア代表として日本で開かれる世界コスプレサミット本戦へ派遣されます。","http://hinode.asia/","https://www.facebook.com/Hinode.WCS.Russia/",
"Hyper Japan / Hyper Japan","United Kingdom / United Kingdom / 英国","London","Cross Media Co. Ltd","Kensington Olympia Grand",,"HYPER JAPAN is a biannual event based in London that aims to introduce the latest and the upcoming in the Japanese popular culture to UK and Europe. The exhibitor category varies from manga, anime, games to food and fashion. The summer event is named ""Festival"" and it focuses on entertainment contents, while the winter event is named ""Market"" focusing on food and shop contents. We have invited idol groups, artists,anime creators among others as stage guests, who were all received with great enthusiasm by the visitors, who are mainly  families, anime & J-pop fans, cosplayers and the kawaii fashionistas., and we run workshops as varied as ramen making with Ippudo to kokeshiDoll painting.  Since early on HYPER JAPAN has encouraged the involvements of local ""con"" events, through table exchanges and cross-promotions. ハイパージャパンは、ロンドンにて半年ごとに開催されている、最新の日本カルチャーをイギリスそしてヨーロッパ全体に紹介するイベントです。出展者のカテゴリーは、漫画やアニメ、ゲーム、食べ物そしてファッションなど幅広く展開しています。夏に開催されるイベントは「フェスティバル」と呼ばれ、コンサートなどのエンタテインメントがメインです。冬に開催されるイベントは「マーケット」と呼ばれ、食べ物や買い物がメインとなっています。私たちは、アイドルグループやアーティスト、クリエイターなどあらゆる方々をステージゲストとして招いており、そこは主に家族やアニメ・Ｊ－ＰＯＰファン、コスプレイヤーや”カワイイ”ファッションに身を包んだ人たちを中心とした、来客者の熱狂でつつまれています。そのほかにも、例えば一風堂によるラーメンづくりのワークショップや、こけし人形のペインティングといったワークショップを開催しています。ハイパージャパンは、地域における”～コン”イベント（日本文化イベント）の進化を、クロスプロモーションなどを通して昔から支援してきました。","Hyper Japan 2019 / Hyper Japan 2019","2019-07-12","2019-07-14","Start Time: 12:00 / End Time:  18:00HYPER JAPAN is a biannual event based in London that aims to introduce the latest and the upcoming in the Japanese popular culture to UK and Europe. The exhibitor category varies from manga, anime, games to food and fashion. The summer event is named ""Festival"" and it focuses on entertainment contents, while the winter event is named ""Market"" focusing on food and shop contents. We have invited idol groups, artists,anime creators among others as stage guests, who were all received with great enthusiasm by the visitors, who are mainly  families, anime & J-pop fans, cosplayers and the kawaii fashionistas., and we run workshops as varied as ramen making with Ippudo to kokeshiDoll painting.  Since early on HYPER JAPAN has encouraged the involvements of local ""con"" events, through table exchanges and cross-promotions. ハイパージャパンは、ロンドンにて半年ごとに開催されている、最新の日本カルチャーをイギリスそしてヨーロッパ全体に紹介するイベントです。出展者のカテゴリーは、漫画やアニメ、ゲーム、食べ物そしてファッションなど幅広く展開しています。夏に開催されるイベントは「フェスティバル」と呼ばれ、コンサートなどのエンタテインメントがメインです。冬に開催されるイベントは「マーケット」と呼ばれ、食べ物や買い物がメインとなっています。私たちは、アイドルグループやアーティスト、クリエイターなどあらゆる方々をステージゲストとして招いており、そこは主に家族やアニメ・Ｊ－ＰＯＰファン、コスプレイヤーや”カワイイ”ファッションに身を包んだ人たちを中心とした、来客者の熱狂でつつまれています。そのほかにも、例えば一風堂によるラーメンづくりのワークショップや、こけし人形のペインティングといったワークショップを開催しています。ハイパージャパンは、地域における”～コン”イベント（日本文化イベント）の進化を、クロスプロモーションなどを通して昔から支援してきました。","http://hyperjapan.co.uk/","http://www.facebook.com/hyperjapan","http://www.twitter.com/hyperjapanevent"
"Japan Weekend Madrid / Japan Weekend Madrid","Spain / Spain / スペイン","Madrid","JOINTO ENTERTAINMENT S.L.","IFEMA",,"The Japan Weekend Madrid is a two-days convention, held twice a year, organised by Jointo Entertainment S.L. It is at this moment the biggest japanese culture event held in Madrid. The first edition happened in 2008. The program of Japan Weekend includes free-play and videogame tournaments, commercial zone, artists alley, scenario for concerts and shows, international cosplay events, conferences by japanese guests… Also, we have many workshops during the weekend: origami, go, cosplay, table games, how to draw manga, calligraphy… In our last edition, we had Mr. Kawamoto and Mr. Oyabu from Studio BONES. In past editions, we brought to Spain guests as mangaka Toshio Maeda, producer Yasuhiro Irie, mangaka Kenji Oiwa, Hideaki Kobayashi (Growhairism)… Japan Weekend Madridは年二回、Jointo Entertainment S.L.によって開かれる2日間のイベントです。現在マドリード最大の日本文化のイベントであるJapan Weekend Madridは、2008年に第1回が開かれました。Japan Weekendではフリープレイやビデオゲームの大会が開かれ、商業ブースや同人ブース、舞台演劇やコンサート、国際的なコスプレコンテスト、日本からのゲストセッションなども催されます。また、週末には折り紙や囲碁、コスプレ、テーブルゲーム、漫画の描き方や習字などの多数のワークショップが開かれます。前回開催時には、スタジオボンズのアニメーター川元さんとプロデューサー大藪さんを招き、それ以前には漫画家の前田俊夫さんやプロデューサーの入江康浩さん、漫画家大岩ケンヂさん、セーラー服おじさんとして知られる小林秀章さんらをゲストとして招待しました。","Japan Weekend Madrid 2019 / Japan Weekend Madrid 2019","2019-02-16","2019-02-17","Start Time: 09:00 / End Time: 20:00The Japan Weekend Madrid is a two-days convention, held twice a year, organised by Jointo Entertainment S.L. It is at this moment the biggest japanese culture event held in Madrid. The first edition happened in 2008. The program of Japan Weekend includes free-play and videogame tournaments, commercial zone, artists alley, scenario for concerts and shows, international cosplay events, conferences by japanese guests… Also, we have many workshops during the weekend: origami, go, cosplay, table games, how to draw manga, calligraphy… In our last edition, we had Mr. Kawamoto and Mr. Oyabu from Studio BONES. In past editions, we brought to Spain guests as mangaka Toshio Maeda, producer Yasuhiro Irie, mangaka Kenji Oiwa, Hideaki Kobayashi (Growhairism)… Japan Weekend Madridは年二回、Jointo Entertainment S.L.によって開かれる2日間のイベントです。現在マドリード最大の日本文化のイベントであるJapan Weekend Madridは、2008年に第1回が開かれました。Japan Weekendではフリープレイやビデオゲームの大会が開かれ、商業ブースや同人ブース、舞台演劇やコンサート、国際的なコスプレコンテスト、日本からのゲストセッションなども催されます。また、週末には折り紙や囲碁、コスプレ、テーブルゲーム、漫画の描き方や習字などの多数のワークショップが開かれます。前回開催時には、スタジオボンズのアニメーター川元さんとプロデューサー大藪さんを招き、それ以前には漫画家の前田俊夫さんやプロデューサーの入江康浩さん、漫画家大岩ケンヂさん、セーラー服おじさんとして知られる小林秀章さんらをゲストとして招待しました。","http://japanweekend.com/madrid/","https://www.facebook.com/JapanWeekendMadrid","https://twitter.com/japan_weekend"
"JapAniManga Night / JapAniManga Night","Switzerland / Switzerland / スイス","Davos","Nerdilicious GmbH","Kongresszentrum Davos",,"JapAniManga Night is an extensive yearly happening around Japanese culture in Davos, which attracts Japan enthusiasts from all over the country and aims to entertain the whole family.For more than 15 years, as an inclusive sociocultural event, it has offered a place to interact, explore and have fun. It provides a comprehensive insight into Japan and its culture, brings together like-minded people and makes a commitment to fostering mutual understanding and respect between Swiss and Japanese, whether young or old.The range of activities spans from movie screenings to an outdoor matsuri, from business conferences to rock concerts and from cultural workshops to a rave party.JapAniManga Nightは、ダボスにて毎年開催される日本文化について取扱う、世界中の日本文化のファンを魅了し全ての世代を楽しませるイベントです。JapAniManga Nightは、広範囲の内容を取り扱う社会文化的なイベントとして、15年以上にわたり探究心にみちあふれた、楽しい場を提供し続けています。日本文化の包括的な洞察を提供し、スイスと日本の相互理解と相互尊重を年齢に関わらず促進させ、同好の士が出会う機会を提供します。JapAniManga Nightのアクティビティ内容は、映画上映から会場外での祭り、ビジネス会議やロックコンサート、文化的なワークショップやレイヴパーティーまで、幅広くコンテンツがそろってます。","JapAniManga Night 2018 / JapAniManga Night 2018","2018-05-25","2018-05-27","Start Time: 19:00 / End Time: 17:00JapAniManga Night is an extensive yearly happening around Japanese culture in Davos, which attracts Japan enthusiasts from all over the country and aims to entertain the whole family.For more than 15 years, as an inclusive sociocultural event, it has offered a place to interact, explore and have fun. It provides a comprehensive insight into Japan and its culture, brings together like-minded people and makes a commitment to fostering mutual understanding and respect between Swiss and Japanese, whether young or old.The range of activities spans from movie screenings to an outdoor matsuri, from business conferences to rock concerts and from cultural workshops to a rave party.JapAniManga Nightは、ダボスにて毎年開催される日本文化について取扱う、世界中の日本文化のファンを魅了し全ての世代を楽しませるイベントです。JapAniManga Nightは、広範囲の内容を取り扱う社会文化的なイベントとして、15年以上にわたり探究心にみちあふれた、楽しい場を提供し続けています。日本文化の包括的な洞察を提供し、スイスと日本の相互理解と相互尊重を年齢に関わらず促進させ、同好の士が出会う機会を提供します。JapAniManga Nightのアクティビティ内容は、映画上映から会場外での祭り、ビジネス会議やロックコンサート、文化的なワークショップやレイヴパーティーまで、幅広くコンテンツがそろってます。","http://www.japanimanga-night.ch/","https://www.facebook.com/japanimanganight/",
"Madrid Otaku / Madrid Otaku","Spain / Spain / スペイン","Madrid","Asociación Cultural Nippon","Pabellón de Cristal Casa de Campo",,"Madrid Otaku it's a annually anime convention organized by the non-profit association Asociacion Cultural Nippon in Madrid. Madrid Otaku it's held on Cristal Pavillion in Casa de Campo Fair Area, and in it's first edition had more than 12000 square meters. Madrid Otaku offers a huge number of activities to all attendees: videogames, panels, Cosplay show, martial arts, shops, trading card games tables to play, table games avaible to play, japanese guests, and much more. Madrid Otaku it's the only anime convention in Madrid that offers more Japanese content to all the attendees.Madrid Otakuはマドリードに拠点を置く非営利団体「Asociacion Cultural Nippon」が主催するアニメイベントです。カサ・デ・カンポ公園内のCristal Pavillionで、12000㎡以上の広大な土地を用いて開かれます。Madrid Otakuでは、ビデオゲーム試遊エリアやパネルディスカッション、コスプレショーに武術ステージ、物販やカードゲーム大会、日本からのゲストセッションなど様々な企画が催されます。Madrid Otakuは、全ての参加者が日本のコンテンツを楽しむことができる、マドリード唯一のアニメイベントです。","Madrid Otaku 2019 / Madrid Otaku 2019","2019-06-15","2019-06-16","Madrid Otaku it's a annually anime convention organized by the non-profit association Asociacion Cultural Nippon in Madrid. Madrid Otaku it's held on Cristal Pavillion in Casa de Campo Fair Area, and in it's first edition had more than 12000 square meters. Madrid Otaku offers a huge number of activities to all attendees: videogames, panels, Cosplay show, martial arts, shops, trading card games tables to play, table games avaible to play, japanese guests, and much more. Madrid Otaku it's the only anime convention in Madrid that offers more Japanese content to all the attendees.Madrid Otakuはマドリードに拠点を置く非営利団体「Asociacion Cultural Nippon」が主催するアニメイベントです。カサ・デ・カンポ公園内のCristal Pavillionで、12000㎡以上の広大な土地を用いて開かれます。Madrid Otakuでは、ビデオゲーム試遊エリアやパネルディスカッション、コスプレショーに武術ステージ、物販やカードゲーム大会、日本からのゲストセッションなど様々な企画が催されます。Madrid Otakuは、全ての参加者が日本のコンテンツを楽しむことができる、マドリード唯一のアニメイベントです。","http://www.madridotaku.com/","https://www.facebook.com/madridotaku/","https://twitter.com/madridotaku"
"MagicCon / MagicCon","Germany / Germany / ドイツ","Bonn","Fedcon GmbH","Hotel Maritim Bonn",,"MagicCon is a 3 day fantasy convention in a nice hotel. We have 3 days of program, exhibtions, party and fun. We have up to 25 actors from various Fantasy movies and tv shows who are signing autographs and doing photo ops with the fans. We have workshops, lectures, nice decoration, movies, a big cosplay contest, artroom, dealers rooms and off course every evening a nice party, where you often see the stars celebrate with us.MagicConはドイツにて3日間開催されるファンタジーなコンベンションイベントです。開催中、展示会、パーティー、そして参加者を楽しませるイベントを実施しています。ファンタジー映画やテレビ番組に出演している25人の俳優がファンにサインをしたり、一緒に写真を撮ったりする企画も実施しています。ワークショップ、講演会、映画、大規模なコスプレコンテスト、アートルーム、ディーラールーム、毎晩素晴らしいパーティーなどのプログラム・イベントを用意しています。","MagicCon 3 / MagicCon 3","2019-04-26","2019-04-28","Start Time: 10:00 / End Time: 19:00MagicCon is a 3 day fantasy convention in a nice hotel. We have 3 days of program, exhibtions, party and fun. We have up to 25 actors from various Fantasy movies and tv shows who are signing autographs and doing photo ops with the fans. We have workshops, lectures, nice decoration, movies, a big cosplay contest, artroom, dealers rooms and off course every evening a nice party, where you often see the stars celebrate with us.MagicConはドイツにて3日間開催されるファンタジーなコンベンションイベントです。開催中、展示会、パーティー、そして参加者を楽しませるイベントを実施しています。ファンタジー映画やテレビ番組に出演している25人の俳優がファンにサインをしたり、一緒に写真を撮ったりする企画も実施しています。ワークショップ、講演会、映画、大規模なコスプレコンテスト、アートルーム、ディーラールーム、毎晩素晴らしいパーティーなどのプログラム・イベントを用意しています。","https://www.magiccon.de/en/","https://twitter.com/MagicConDE",
"MinamiCon / MinamiCon","United Kingdom / United Kingdom / 英国","Southampton","MinamiCon committee","Novotel Hotel Southampton",,"Minami Con is one of the UK's longest-running anime conventions. It was founded in 1995 ""to promote the cuter side of anime"". It is based in Southampton, a fact testified to in its name, as the Japanese word minami translates as 'South'. MinamiCon prides itself on being a fun, friendly convention with a wide range of events and cultural activities.Minami Conは、イギリスでもっとも長く続いているアニメコンベンションの1つです。Minami Conは1995年に、アニメの”かわいい”面をよりPRしていく目的で創設されました。イギリスのサウサンプトン(Southanmpton)をベースに開催しており、Minami Conの""Minami""は""Sounthanmpton""の""South""から来ています。Minami Conは文化的な内容を幅広く、楽しくフレンドリーに扱うコンベンションであり続けることを誓い、文化的なイベントやワークショップ、コミュニティに密着した、王道のコンベンションとしてこれからも開催を続けていきます。","MinamiCon 2019 / MinamiCon 2019","2019-03-08","2019-03-10","Minami Con is one of the UK's longest-running anime conventions. It was founded in 1995 ""to promote the cuter side of anime"". It is based in Southampton, a fact testified to in its name, as the Japanese word minami translates as 'South'. MinamiCon prides itself on being a fun, friendly convention with a wide range of events and cultural activities.Minami Conは、イギリスでもっとも長く続いているアニメコンベンションの1つです。Minami Conは1995年に、アニメの”かわいい”面をよりPRしていく目的で創設されました。イギリスのサウサンプトン(Southanmpton)をベースに開催しており、Minami Conの""Minami""は""Sounthanmpton""の""South""から来ています。Minami Conは文化的な内容を幅広く、楽しくフレンドリーに扱うコンベンションであり続けることを誓い、文化的なイベントやワークショップ、コミュニティに密着した、王道のコンベンションとしてこれからも開催を続けていきます。","http://minamicon.org.uk/","https://www.facebook.com/groups/509807415731415","https://twitter.com/minami_con/"
"MondoCon / MondoCon","Hungary / Hungary / ハンガリー","Budapest","Keleti Kultúra Kft","Hungexpo Budapest",,"MondoCon is the biggest geek convention in Hungary (perhaps the biggest in the region) which we organize each Spring, Summer and Autumn – each convention being one weekend long.On a busy day we have more than 10,000 visitors and we place a lot of emphasis on community building. We take pride in the fact that our convention is known for its friendly and welcoming atmosphere. The first MondoCon was held in 2008 and back then it was a manga/anime convention. We remained true to our roots and manga/anime fandom is still one of the cornerstones of our events. But if you are not interested in that, don’t worry! Over the years our convention embraced all things geek! We have cartoons, fantasy, scifi and tv show fandoms all covered, and a large section dedicated to videogames and esports as well. And we must mention cosplay, because it is quite a big thing at MondoCon. Around a third of our visitors arrive in some sort of cosplay: from simple nekomimi and naruto-headbands to award-winning masterpieces, you will see a thousand different cosplays.Our conventions have an undiminished popularity so we decided to open up to international visitors. Our main competitions were always open to everyone and recently we started to add english language panels and presentations as well.MondoConはハンガリー、そしておそらくは中欧最大のオタクイベントです。毎年、春季、夏季、秋季の各大会が2日間に渡り開催されます。時には一日10,000人以上の参加者が訪れる当イベントにおいて、私たちはコミュニティ形成に重点を置いています。このイベントが、フレンドリーで親しみやすい雰囲気で知られていることに、私たちは誇りを持っています。最初のMondoConは2008年にマンガ・アニメのコンベンションとして開催されました。私たちはその原点に忠実であり、マンガ・アニメはまだ私たちのイベントの根幹の1つです。しかしそれらに興味がない人も、どうか心配しないで下さい！開催を重ねるにつれ、私たちのイベントはすべてのオタク的なものを取り入れるようになりました。コミック、ファンタジー、SF、テレビショーなどの分野を広く扱っており、ビデオゲームやeスポーツに特化した大きなセクションを設けています。そして忘れてはいけないのがコスプレです。MondoConでは、参加者の約3分の1がコスプレをしています。シンプルなネコミミとナルトのヘッドバンドから、賞を受賞するような傑作まで、何千種類ものコスプレを目にすることができます。私たちのコンベンションは絶大な人気を誇っており、海外からの訪問者にもオープンです。主なコンテスト類はどの国からでも申し込み可能で、最近は英語のパネルやプレゼンテーションの企画も追加するようになりました。","Nyári MondoCon 2019 / Nyari MondoCon 2019","2019-07-27","2019-07-28","Start Time: 10:00 / End Time: 21:00MondoCon is the biggest geek convention in Hungary (perhaps the biggest in the region) which we organize each Spring, Summer and Autumn – each convention being one weekend long.On a busy day we have more than 10,000 visitors and we place a lot of emphasis on community building. We take pride in the fact that our convention is known for its friendly and welcoming atmosphere. The first MondoCon was held in 2008 and back then it was a manga/anime convention. We remained true to our roots and manga/anime fandom is still one of the cornerstones of our events. But if you are not interested in that, don’t worry! Over the years our convention embraced all things geek! We have cartoons, fantasy, scifi and tv show fandoms all covered, and a large section dedicated to videogames and esports as well. And we must mention cosplay, because it is quite a big thing at MondoCon. Around a third of our visitors arrive in some sort of cosplay: from simple nekomimi and naruto-headbands to award-winning masterpieces, you will see a thousand different cosplays.Our conventions have an undiminished popularity so we decided to open up to international visitors. Our main competitions were always open to everyone and recently we started to add english language panels and presentations as well.","http://www.mondocon.hu","http://www.mondocon.hu/eng/www.facebook.com/mondomagazin","http://twitter.com/mondocon"
"NärCon / NarCon","Sweden / Sweden / スウェーデン","Linköping","NärCon Eventbyrå","Linköping University","SE-581 83 LinköpingSWEDEN","NärCon Sommar is a summer cosplay and gaming festival held in Linköping, Sweden. It is the biggest of its kind in Scandinavia and besides cosplay and gaming you can find a lot of other things like board games, music, anime, manga, disco, pool and so on. At NärCon you can also find the Nordic Cosplay Championship in which cosplayers from a lot of different countries in northern Europe qualifies.NärCon was founded in 2002 and has been growing ever since. From 170 visitors in 2002 to 10 000 visitors today.NärCon Sommarは、スウェーデンのLinköpingで開催される夏のコスプレ＆ゲームフェスティバルです。スカンジナビアで最大のコスプレとゲームイベントで、他にボードゲーム、音楽、アニメ、マンガ、ディスコがあります。 NärConでは、北欧の多くの国のコスプレイヤーが資格を得るノルディックコスプレチャンピオンシップも開催されます。NärConは2002年に設立されて以来、成長を続けています。 2002年の170人の訪問者から2017年は1万人の訪問者まで増加しました！","NärCon Sommar 2019 / NarCon Sommar 2019","2019-07-25","2019-07-28","Start Time: 9:30 / End Time: 12:00NärCon Sommarは、スウェーデンのLinköpingで開催される夏のコスプレ＆ゲームフェスティバルです。スカンジナビアで最大のコスプレとゲームイベントで、他にボードゲーム、音楽、アニメ、マンガ、ディスコがあります。 NärConでは、北欧の多くの国のコスプレイヤーが資格を得るノルディックコスプレチャンピオンシップも開催されます。NärConは2002年に設立されて以来、成長を続けています。 2002年の170人の訪問者から2017年は1万人の訪問者まで増加しました！NärCon Sommar is a summer cosplay and gaming festival held in Linköping, Sweden. It is the biggest of its kind in Scandinavia and besides cosplay and gaming you can find a lot of other things like board games, music, anime, manga, disco, pool and so on. At NärCon you can also find the Nordic Cosplay Championship in which cosplayers from a lot of different countries in northern Europe qualifies.NärCon was founded in 2002 and has been growing ever since. From 170 visitors in 2002 to 10 000 visitors today.","https://www.narcon.se/",,
